Category,Value_Axis,Density_Axis,Side
Blackwhole,12.587326599309275,0.0014660505123934649,Right
Blackwhole,12.587326599309275,-0.0014660505123934649,Left
Blackwhole,12.955173239938638,0.001785154324451316,Right
Blackwhole,12.955173239938638,-0.001785154324451316,Left
Blackwhole,13.323019880568,0.002141263798030178,Right
Blackwhole,13.323019880568,-0.002141263798030178,Left
Blackwhole,13.690866521197362,0.0025300678751608223,Right
Blackwhole,13.690866521197362,-0.0025300678751608223,Left
Blackwhole,14.058713161826724,0.002944840538781641,Right
Blackwhole,14.058713161826724,-0.002944840538781641,Left
Blackwhole,14.426559802456087,0.003376440074972749,Right
Blackwhole,14.426559802456087,-0.003376440074972749,Left
Blackwhole,14.79440644308545,0.0038135024531381003,Right
Blackwhole,14.79440644308545,-0.0038135024531381003,Left
Blackwhole,15.16225308371481,0.0042428419154308585,Right
Blackwhole,15.16225308371481,-0.0042428419154308585,Left
Blackwhole,15.530099724344174,0.004650050898310576,Right
Blackwhole,15.530099724344174,-0.004650050898310576,Left
Blackwhole,15.897946364973535,0.005020268416841419,Right
Blackwhole,15.897946364973535,-0.005020268416841419,Left
Blackwhole,16.265793005602898,0.005339064004100548,Right
Blackwhole,16.265793005602898,-0.005339064004100548,Left
Blackwhole,16.63363964623226,0.005593366427837028,Right
Blackwhole,16.63363964623226,-0.005593366427837028,Left
Blackwhole,17.00148628686162,0.005772355636284563,Right
Blackwhole,17.00148628686162,-0.005772355636284563,Left
Blackwhole,17.369332927490984,0.005868234841048655,Right
Blackwhole,17.369332927490984,-0.005868234841048655,Left
Blackwhole,17.737179568120347,0.0058768082215014715,Right
Blackwhole,17.737179568120347,-0.0058768082215014715,Left
Blackwhole,18.10502620874971,0.005797807857477959,Right
Blackwhole,18.10502620874971,-0.005797807857477959,Left
Blackwhole,18.472872849379073,0.005634939133452084,Right
Blackwhole,18.472872849379073,-0.005634939133452084,Left
Blackwhole,18.840719490008432,0.005395643789881404,Right
Blackwhole,18.840719490008432,-0.005395643789881404,Left
Blackwhole,19.208566130637795,0.005090610110057494,Right
Blackwhole,19.208566130637795,-0.005090610110057494,Left
Blackwhole,19.576412771267158,0.004733086426182965,Right
Blackwhole,19.576412771267158,-0.004733086426182965,Left
Blackwhole,19.94425941189652,0.004338073757536387,Right
Blackwhole,19.94425941189652,-0.004338073757536387,Left
Blackwhole,20.312106052525884,0.003921483581418551,Right
Blackwhole,20.312106052525884,-0.003921483581418551,Left
Blackwhole,20.679952693155244,0.0034993465100072656,Right
Blackwhole,20.679952693155244,-0.0034993465100072656,Left
Blackwhole,21.04779933378461,0.0030871475079668146,Right
Blackwhole,21.04779933378461,-0.0030871475079668146,Left
Blackwhole,21.41564597441397,0.002699345050045625,Right
Blackwhole,21.41564597441397,-0.002699345050045625,Left
Blackwhole,21.783492615043333,0.00234910803923746,Right
Blackwhole,21.783492615043333,-0.00234910803923746,Left
Blackwhole,22.151339255672696,0.002048278598405457,Right
Blackwhole,22.151339255672696,-0.002048278598405457,Left
Blackwhole,22.519185896302055,0.0018075441880031024,Right
Blackwhole,22.519185896302055,-0.0018075441880031024,Left
Blackwhole,22.88703253693142,0.0016367816025941561,Right
Blackwhole,22.88703253693142,-0.0016367816025941561,Left
Blackwhole,23.25487917756078,0.0015455202144976166,Right
Blackwhole,23.25487917756078,-0.0015455202144976166,Left
Blackwhole,23.622725818190144,0.0015434634230763414,Right
Blackwhole,23.622725818190144,-0.0015434634230763414,Left
Blackwhole,23.990572458819507,0.001641005801663065,Right
Blackwhole,23.990572458819507,-0.001641005801663065,Left
Blackwhole,24.358419099448867,0.0018496883031157894,Right
Blackwhole,24.358419099448867,-0.0018496883031157894,Left
Blackwhole,24.726265740078233,0.002182543880230719,Right
Blackwhole,24.726265740078233,-0.002182543880230719,Left
Blackwhole,25.094112380707593,0.0026542993822047246,Right
Blackwhole,25.094112380707593,-0.0026542993822047246,Left
Blackwhole,25.461959021336956,0.0032814147672081415,Right
Blackwhole,25.461959021336956,-0.0032814147672081415,Left
Blackwhole,25.82980566196632,0.0040819556441589735,Right
Blackwhole,25.82980566196632,-0.0040819556441589735,Left
Blackwhole,26.197652302595678,0.0050753081721460125,Right
Blackwhole,26.197652302595678,-0.0050753081721460125,Left
Blackwhole,26.565498943225045,0.006281754961108484,Right
Blackwhole,26.565498943225045,-0.006281754961108484,Left
Blackwhole,26.933345583854404,0.007721935894049692,Right
Blackwhole,26.933345583854404,-0.007721935894049692,Left
Blackwhole,27.301192224483767,0.009416218487379134,Right
Blackwhole,27.301192224483767,-0.009416218487379134,Left
Blackwhole,27.66903886511313,0.01138399912570418,Right
Blackwhole,27.66903886511313,-0.01138399912570418,Left
Blackwhole,28.03688550574249,0.013642950747724878,Right
Blackwhole,28.03688550574249,-0.013642950747724878,Left
Blackwhole,28.404732146371856,0.016208226597181383,Right
Blackwhole,28.404732146371856,-0.016208226597181383,Left
Blackwhole,28.772578787001216,0.019091626225732135,Right
Blackwhole,28.772578787001216,-0.019091626225732135,Left
Blackwhole,29.14042542763058,0.022300731726942736,Right
Blackwhole,29.14042542763058,-0.022300731726942736,Left
Blackwhole,29.50827206825994,0.025838031164033676,Right
Blackwhole,29.50827206825994,-0.025838031164033676,Left
Blackwhole,29.8761187088893,0.02970006291182266,Right
Blackwhole,29.8761187088893,-0.02970006291182266,Left
Blackwhole,30.243965349518664,0.03387663782624214,Right
Blackwhole,30.243965349518664,-0.03387663782624214,Left
Blackwhole,30.611811990148027,0.03835022230205975,Right
Blackwhole,30.611811990148027,-0.03835022230205975,Left
Blackwhole,30.97965863077739,0.043095588987712506,Right
Blackwhole,30.97965863077739,-0.043095588987712506,Left
Blackwhole,31.347505271406753,0.048079856620552475,Right
Blackwhole,31.347505271406753,-0.048079856620552475,Left
Blackwhole,31.715351912036112,0.05326303954100535,Right
Blackwhole,31.715351912036112,-0.05326303954100535,Left
Blackwhole,32.08319855266548,0.058599205774974884,Right
Blackwhole,32.08319855266548,-0.058599205774974884,Left
Blackwhole,32.45104519329484,0.06403829780687008,Right
Blackwhole,32.45104519329484,-0.06403829780687008,Left
Blackwhole,32.8188918339242,0.06952860387120875,Right
Blackwhole,32.8188918339242,-0.06952860387120875,Left
Blackwhole,33.186738474553565,0.07501978568370236,Right
Blackwhole,33.186738474553565,-0.07501978568370236,Left
Blackwhole,33.554585115182924,0.08046628089483572,Right
Blackwhole,33.554585115182924,-0.08046628089483572,Left
Blackwhole,33.92243175581228,0.08583081780630182,Right
Blackwhole,33.92243175581228,-0.08583081780630182,Left
Blackwhole,34.29027839644165,0.09108771950308796,Right
Blackwhole,34.29027839644165,-0.09108771950308796,Left
Blackwhole,34.65812503707102,0.09622564653660788,Right
Blackwhole,34.65812503707102,-0.09622564653660788,Left
Blackwhole,35.025971677700376,0.10124943999262398,Right
Blackwhole,35.025971677700376,-0.10124943999262398,Left
Blackwhole,35.393818318329735,0.1061807831326202,Right
Blackwhole,35.393818318329735,-0.1061807831326202,Left
Blackwhole,35.7616649589591,0.11105749645371205,Right
Blackwhole,35.7616649589591,-0.11105749645371205,Left
Blackwhole,36.12951159958846,0.11593140846913969,Right
