,X,Y,Surface
0,-5.0,-5.0,0.7088612918380416
1,-4.898989898989899,-5.0,0.6569920930522233
2,-4.797979797979798,-5.0,0.6024005398983897
3,-4.696969696969697,-5.0,0.5454743285580685
4,-4.595959595959596,-5.0,0.48660102844045194
5,-4.494949494949495,-5.0,0.42616487490195226
6,-4.393939393939394,-5.0,0.36454372657984613
7,-4.292929292929293,-5.0,0.30210621122022246
8,-4.191919191919192,-5.0,0.23920908105240685
9,-4.090909090909091,-5.0,0.17619479579151534
10,-3.9898989898989896,-5.0,0.11338934827627266
11,-3.888888888888889,-5.0,0.051100344609596095
12,-3.787878787878788,-5.0,-0.010384652496372675
13,-3.686868686868687,-5.0,-0.07079951162263716
14,-3.5858585858585856,-5.0,-0.12990064934862755
15,-3.484848484848485,-5.0,-0.1874678763334071
16,-3.383838383838384,-5.0,-0.24330497624287342
17,-3.282828282828283,-5.0,-0.29724002373725217
18,-3.1818181818181817,-5.0,-0.34912545029513187
19,-3.080808080808081,-5.0,-0.3988378690033175
20,-2.9797979797979797,-5.0,-0.4462776715625189
21,-2.878787878787879,-5.0,-0.49136841262786923
22,-2.7777777777777777,-5.0,-0.534055998204512
23,-2.676767676767677,-5.0,-0.574307696140525
24,-2.5757575757575757,-5.0,-0.6121109877947406
25,-2.474747474747475,-5.0,-0.6474722807027061
26,-2.3737373737373737,-5.0,-0.6804155025214589
27,-2.272727272727273,-5.0,-0.7109805967089277
28,-2.1717171717171717,-5.0,-0.7392219402969454
29,-2.070707070707071,-5.0,-0.7652067037624771
30,-1.9696969696969697,-5.0,-0.7890131724084034
31,-1.868686868686869,-5.0,-0.8107290478552426
32,-1.7676767676767677,-5.0,-0.8304497472442492
33,-1.6666666666666665,-5.0,-0.8482767165888189
34,-1.5656565656565657,-5.0,-0.8643157734160597
35,-1.4646464646464645,-5.0,-0.8786754924462941
36,-1.3636363636363638,-5.0,-0.8914656465988168
37,-1.2626262626262625,-5.0,-0.9027957141214787
38,-1.1616161616161618,-5.0,-0.912773461152981
39,-1.0606060606060606,-5.0,-0.9215036075723673
40,-0.9595959595959593,-5.0,-0.9290865826000181
41,-0.858585858585859,-5.0,-0.9356173753154952
42,-0.7575757575757578,-5.0,-0.941184484073081
43,-0.6565656565656566,-5.0,-0.9458689677445706
44,-0.5555555555555554,-5.0,-0.949743600814542
45,-0.45454545454545503,-5.0,-0.9528721336041686
46,-0.3535353535353538,-5.0,-0.9553086583081228
47,-0.2525252525252526,-5.0,-0.9570970810917876
48,-0.15151515151515138,-5.0,-0.9582707002037003
49,-0.050505050505050164,-5.0,-0.9588518898962102
50,0.050505050505050164,-5.0,-0.9588518898962102
51,0.15151515151515138,-5.0,-0.9582707002037003
52,0.2525252525252526,-5.0,-0.9570970810917876
53,0.3535353535353538,-5.0,-0.9553086583081228
54,0.45454545454545414,-5.0,-0.9528721336041686
55,0.5555555555555554,-5.0,-0.949743600814542
56,0.6565656565656566,-5.0,-0.9458689677445706
57,0.7575757575757578,-5.0,-0.941184484073081
58,0.8585858585858581,-5.0,-0.9356173753154952
59,0.9595959595959593,-5.0,-0.9290865826000181
60,1.0606060606060606,-5.0,-0.9215036075723673
61,1.1616161616161618,-5.0,-0.912773461152981
62,1.262626262626262,-5.0,-0.9027957141214787
63,1.3636363636363633,-5.0,-0.8914656465988168
64,1.4646464646464645,-5.0,-0.8786754924462941
65,1.5656565656565657,-5.0,-0.8643157734160597
66,1.666666666666667,-5.0,-0.8482767165888189
67,1.7676767676767673,-5.0,-0.8304497472442492
68,1.8686868686868685,-5.0,-0.8107290478552426
69,1.9696969696969697,-5.0,-0.7890131724084034
70,2.070707070707071,-5.0,-0.7652067037624771
71,2.1717171717171713,-5.0,-0.7392219402969454
72,2.2727272727272725,-5.0,-0.7109805967089277
73,2.3737373737373737,-5.0,-0.6804155025214589
74,2.474747474747475,-5.0,-0.6474722807027061
75,2.5757575757575752,-5.0,-0.6121109877947406
76,2.6767676767676765,-5.0,-0.574307696140525
77,2.7777777777777777,-5.0,-0.534055998204512
78,2.878787878787879,-5.0,-0.49136841262786923
79,2.9797979797979792,-5.0,-0.4462776715625189
80,3.0808080808080813,-5.0,-0.3988378690033175
81,3.1818181818181817,-5.0,-0.34912545029513187
82,3.282828282828282,-5.0,-0.297240023737253
83,3.383838383838384,-5.0,-0.24330497624287342
84,3.4848484848484844,-5.0,-0.1874678763334071
85,3.5858585858585865,-5.0,-0.12990064934862666
86,3.686868686868687,-5.0,-0.07079951162263716
87,3.787878787878787,-5.0,-0.010384652496372675
88,3.8888888888888893,-5.0,0.051100344609596095
89,3.9898989898989896,-5.0,0.11338934827627266
90,4.09090909090909,-5.0,0.17619479579151534
91,4.191919191919192,-5.0,0.23920908105240685
92,4.292929292929292,-5.0,0.30210621122022246
93,4.3939393939393945,-5.0,0.36454372657984696
94,4.494949494949495,-5.0,0.42616487490195226
95,4.595959595959595,-5.0,0.48660102844045117
96,4.696969696969697,-5.0,0.5454743285580685
97,4.797979797979798,-5.0,0.6024005398983897
98,4.8989898989899,-5.0,0.656992093052224
99,5.0,-5.0,0.7088612918380416
100,-5.0,-4.898989898989899,0.6569920930522233
101,-4.898989898989899,-4.898989898989899,0.6012245287216547
102,-4.797979797979798,-4.898989898989899,0.5429782943403734
103,-4.696969696969697,-4.898989898989899,0.48265731629616027
104,-4.595959595959596,-4.898989898989899,0.42066324779160924
105,-4.494949494949495,-4.898989898989899,0.35739219826595886
106,-4.393939393939394,-4.898989898989899,0.29323164717610045
107,-4.292929292929293,-4.898989898989899,0.2285575659938202
108,-4.191919191919192,-4.898989898989899,0.1637317692551949
109,-4.090909090909091,-4.898989898989899,0.09909951233871539
110,-3.9898989898989896,-4.898989898989899,0.034987350391615796
111,-3.888888888888889,-4.898989898989899,-0.028298730490259733
112,-3.787878787878788,-4.898989898989899,-0.09047490205400156
113,-3.686868686868687,-4.898989898989899,-0.15128079818382495
114,-3.5858585858585856,-4.898989898989899,-0.21048053347207704
115,-3.484848484848485,-4.898989898989899,-0.26786343798310147
116,-3.383838383838384,-4.898989898989899,-0.3232445131308966
117,-3.282828282828283,-4.898989898989899,-0.37646461642597245
118,-3.1818181818181817,-4.898989898989899,-0.4273903854801007
119,-3.080808080808081,-4.898989898989899,-0.47591391406227634
120,-2.9797979797979797,-4.898989898989899,-0.5219521951510355
121,-2.878787878787879,-4.898989898989899,-0.5654463478072158
122,-2.7777777777777777,-4.898989898989899,-0.6063606462811474
123,-2.676767676767677,-4.898989898989899,-0.6446813710574029
124,-2.5757575757575757,-4.898989898989899,-0.6804155025214594
125,-2.474747474747475,-4.898989898989899,-0.7135892786033691
126,-2.3737373737373737,-4.898989898989899,-0.7442466381160319
127,-2.272727272727273,-4.898989898989899,-0.7724475715668913
128,-2.1717171717171717,-4.898989898989899,-0.7982664009935626
129,-2.070707070707071,-4.898989898989899,-0.821790009872222
130,-1.9696969696969697,-4.898989898989899,-0.8431160433932468
131,-1.868686868686869,-4.898989898989899,-0.8623510984162557
132,-1.7676767676767677,-4.898989898989899,-0.8796089212347119
133,-1.6666666666666665,-4.898989898989899,-0.8950086299302558
134,-1.5656565656565657,-4.898989898989899,-0.9086729766131123
135,-1.4646464646464645,-4.898989898989899,-0.9207266632634974
136,-1.3636363636363638,-4.898989898989899,-0.9312947232473664
137,-1.2626262626262625,-4.898989898989899,-0.9405009789159292
138,-1.1616161616161618,-4.898989898989899,-0.9484665840494718
139,-1.0606060606060606,-4.898989898989899,-0.9553086583081228
140,-0.9595959595959593,-4.898989898989899,-0.9611390193388242
141,-0.858585858585859,-4.898989898989899,-0.9660630167891978
142,-0.7575757575757578,-4.898989898989899,-0.9701784712212441
143,-0.6565656565656566,-4.898989898989899,-0.9735747198218837
144,-0.5555555555555554,-4.898989898989899,-0.9763317698884749
145,-0.45454545454545503,-4.898989898989899,-0.9785195603345841
146,-0.3535353535353538,-4.898989898989899,-0.9801973309166929
147,-0.2525252525252526,-4.898989898989899,-0.9814130985217269
148,-0.15151515151515138,-4.898989898989899,-0.9822032396670076
149,-0.050505050505050164,-4.898989898989899,-0.9825921783309262
150,0.050505050505050164,-4.898989898989899,-0.9825921783309262
151,0.15151515151515138,-4.898989898989899,-0.9822032396670076
152,0.2525252525252526,-4.898989898989899,-0.9814130985217269
153,0.3535353535353538,-4.898989898989899,-0.9801973309166929
154,0.45454545454545414,-4.898989898989899,-0.9785195603345841
155,0.5555555555555554,-4.898989898989899,-0.9763317698884749
