,X,Y,Z
0,0.44122748688504143,0.7924226173066341,0.49961804386532443
1,-0.33087015189408764,0.1707644524655671,-1.1515442452754336
2,2.43077118700778,-1.7537408604770464,-0.6105164006371434
3,-0.2520921296030769,0.6302964765895014,-1.7038854075200232
4,0.10960984157818278,0.49832921470025815,0.19443737779969736
5,1.5824811170615634,1.018137609564609,0.028241248478617587
6,-0.9092324048562419,-0.8464686168782807,0.9325605063169753
7,-0.5916366579302884,2.5208076341549916,0.21204331876967614
8,0.18760322583703548,-1.2323861148032735,-0.3679445685512342
9,-0.32986995777935924,0.7269532606897998,2.111488404373246
10,-1.192764612421806,0.04595522410229037,-1.0295734942351702
11,-0.2048765105875873,-0.48713264551119473,-1.3362803092215407
12,-0.3588289470012431,0.8161323611566395,-0.6105673577910354
13,0.6034716026094954,-0.28143012121166766,0.5246942624732844
14,-1.6647885294716944,-2.3356218209439037,-0.3493081255486548
15,-0.7001790376899514,-1.167278449710173,-0.4407384626484675
16,1.1513910094871702,0.45765807158631944,-1.1212876008978485
17,1.8573310072313118,2.237965611736269,1.4728447297202483
18,-1.5111795576883658,-1.4812592014760095,-0.6233722375263352
19,0.6448475108927784,-0.01694531772769253,-1.0807019522462529
20,-0.9806078852186219,1.4507335435185758,-0.1225300926941241
21,-0.8568531547160899,0.6068703191418531,-0.8077430955509538
22,-0.8718791832556535,-0.37562084407857,-0.23255622381537233
23,-0.4225079291623943,-1.4219245490984462,1.3351503366259019
24,0.996439826913362,-1.7811512980070203,-0.4464567266925109
25,0.7124212708765678,-0.7479057873130808,-0.04978868431154955
26,0.059144243219039896,-0.36840953098509416,-0.3685447790808469
27,-0.3633108784819174,-2.2491181284434787,-0.1917395684517187
28,0.0032888429341100755,-1.6936750408421892,0.8196799200762225
29,-0.10593044205742323,0.30364846530823975,0.5316337242935001
30,0.7930533194619698,-0.4089923380377766,-0.34161503589870895
31,-0.6315716297922155,-0.7548305904112523,-0.9309004805268298
32,-0.0061949084857593475,-0.4075191652021825,-0.13421699428097064
33,-0.10106761180924467,-0.8126247611063042,0.8325936130243294
34,-0.05230815085185874,0.9275162079169716,-0.017353268952074445
35,0.24921765856490757,1.6399540662187597,-0.12765822195358442
36,0.19766009104249857,2.0736155286567595,-1.807916624216005
37,1.334848574241582,0.7097978597938108,0.9939689768716928
38,-0.08687560627763552,0.7471525922096975,-1.491128858818253
39,1.5615322934488904,1.4630954796733577,-1.2821074800619094
40,-0.3058530211666308,1.7384488142376797,-0.375707409780949
41,-0.47773141727821256,1.4652048844331407,0.03464387576779198
42,0.1007381887528521,1.212283405544346,0.04507815808386408
43,0.3554384723493521,-0.6346524996166139,-0.7637468928463446
44,0.269612406446701,-1.59969850388824,-0.31313850719663144
45,1.2919633833879631,0.877152812186743,-0.6069895355762209
46,1.139342978825284,-0.09383244866604305,-1.809551228823682
47,0.4944403981210882,-0.05567103468791388,-0.25551774227104695
48,-0.3363362591365529,-0.8894207341116369,-0.6937993468168142
49,-0.10061434630710828,-1.3009514516955432,0.4191977576401671
50,1.4133980179217838,1.4021666203758465,-0.1452001865620599
51,0.2212541228509997,0.4651009937136952,0.9638012998820848
52,-1.3107731333797457,-1.0650326193820066,0.6962219882267049
53,-0.689565232048181,0.390420608044887,0.8994054623758969
54,-0.5775132332314081,0.3056001722083279,1.2083780731519589
55,1.1522047703756748,0.5218494903163309,0.6932537043123401
56,-0.1071639848241478,2.2332708137448996,-0.16636061136497704
57,2.2601067737202705,-0.034702101230658505,1.353113110506985
58,0.6566194702604272,-1.2796231822645914,-0.9286265130171387
59,0.12480682533019469,0.03654264148725312,-0.03547248694616136
60,-0.4357039190284899,-0.6463565855238055,0.8596459517628046
61,0.9721793096791724,0.5485678368565738,-0.28749660960720785
62,-0.24071114226406937,0.21054245602828903,0.7149499462374368
63,-0.8241234534171207,0.3465017504759862,-0.8034526008152093
64,0.568132717730888,-0.567051168267193,-0.5404819579907136
65,0.012758316706164157,0.41367880834311616,0.5461774263683895
66,1.189060725824544,-0.5102560560762861,0.7118892605186535
67,-0.07359331874884148,0.5172593547162143,1.1971544902820535
68,-2.859687966622556,-0.3010051283841473,-0.07006702505266953
69,0.7893664041799795,-1.1184064312813717,0.29822712172625787
70,-1.8777408839472627,0.49852362361856384,0.6261926072814115
71,1.5387561454090368,-0.706093869937341,0.46743205826926665
72,1.8213647385840686,1.443881103376141,-1.302621431749788
73,-0.42703138590481854,0.44295626086393586,-0.5700896497000028
74,-1.1647019101153948,0.4677052146287663,1.4429500100967874
